,PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,first_name,Mr,second_name
356,1248,1,0,59.0,2,0,76,51.4792,62,3,104,13,622
357,1249,3,1,29.881137667304014,0,0,83,7.8792,0,3,460,12,267
358,1250,3,1,29.881137667304014,0,0,618,7.75,0,2,588,12,857
359,1251,3,0,30.0,1,0,542,15.55,0,3,451,13,265
360,1252,3,1,14.5,8,2,778,69.55,0,3,700,8,1102
361,1253,2,0,24.0,1,1,841,37.0042,0,1,484,13,38
362,1254,2,0,31.0,0,0,776,21.0,0,3,827,13,617
363,1255,3,1,27.0,0,0,347,8.6625,0,3,773,12,535
364,1256,1,0,25.0,1,0,74,55.4417,166,1,312,13,409
365,1257,3,0,29.881137667304014,1,9,778,69.55,0,3,700,13,593
366,1258,3,1,29.881137667304014,1,0,284,14.4583,0,1,125,12,635
367,1259,3,0,22.0,0,0,335,39.6875,0,3,668,9,997
368,1260,1,0,45.0,0,1,23,59.4,0,1,278,13,703
369,1261,2,1,29.0,0,0,861,13.8583,0,1,607,12,321
370,1262,2,1,21.0,1,0,301,11.5,0,3,281,12,254
371,1263,1,0,31.0,0,0,105,134.5,160,1,852,9,472
372,1264,1,1,49.0,0,0,19,0.0,47,3,366,12,640
373,1265,2,1,44.0,0,0,214,13.0,0,3,311,12,1100
374,1266,1,0,54.0,1,1,398,81.8583,15,3,211,13,1067
375,1267,1,0,45.0,0,0,824,262.375,0,1,92,9,438
376,1268,3,0,22.0,2,0,364,8.6625,0,3,409,9,756
377,1269,2,1,21.0,0,0,322,11.5,0,3,174,12,487
378,1270,1,1,55.0,0,0,685,50.0,86,3,340,12,1094
379,1271,3,1,5.0,4,2,454,31.3875,0,3,33,8,174
380,1272,3,1,29.881137667304014,0,0,607,7.75,0,2,584,12,857
381,1273,3,1,26.0,0,0,375,7.8792,0,2,253,12,635
382,1274,3,0,29.881137667304014,0,0,587,14.5,0,3,672,13,941
383,1275,3,0,19.0,1,0,655,16.1,0,3,512,13,816
384,1276,2,1,29.881137667304014,0,0,864,12.875,0,3,839,12,283
385,1277,2,0,24.0,1,2,138,65.0,0,3,335,9,675
386,1278,3,1,24.0,0,0,543,7.775,0,3,29,12,345
387,1279,2,1,57.0,0,0,195,13.0,0,3,31,12,592
388,1280,3,1,21.0,0,0,600,7.75,0,2,122,12,857
389,1281,3,1,6.0,3,1,541,21.075,0,3,608,8,861
390,1282,1,1,23.0,0,0,86,93.5,29,3,619,12,1055
391,1283,1,0,51.0,0,1,809,39.4,128,3,455,13,339
392,1284,3,1,13.0,0,2,753,20.25,0,3,1,8,356
393,1285,2,1,47.0,0,0,757,10.5,0,3,280,12,1073
394,1286,3,1,29.0,3,1,365,22.025,0,3,410,12,108
395,1287,1,0,18.0,1,0,98,60.0,84,3,747,13,723
396,1288,3,1,24.0,0,0,645,7.25,0,2,156,12,857
397,1289,1,0,48.0,1,1,96,79.2,40,1,263,13,795
398,1290,3,1,22.0,0,0,442,7.775,0,3,430,12,263
399,1291,3,1,31.0,0,0,132,7.7333,0,2,164,12,1012
400,1292,1,0,30.0,0,0,626,164.8667,101,3,86,9,182
401,1293,2,1,38.0,1,0,313,21.0,0,3,269,12,464
402,1294,1,0,22.0,0,1,23,59.4,0,1,278,9,249
403,1295,1,1,17.0,0,0,35,47.1,0,3,130,12,632
404,1296,1,1,43.0,1,0,116,27.7208,136,1,261,12,531
405,1297,2,1,20.0,0,0,865,13.8625,135,1,577,12,62
406,1298,2,1,23.0,1,0,315,10.5,0,3,827,12,1106
407,1299,1,1,50.0,1,1,37,211.5,104,1,843,12,414
408,1300,3,0,29.881137667304014,0,0,394,7.7208,0,2,671,9,589
409,1301,3,0,3.0,1,1,883,13.775,0,3,620,9,1036
410,1302,3,0,29.881137667304014,0,0,605,7.75,0,2,561,9,452
411,1303,1,0,37.0,1,0,120,90.0,103,2,525,13,1095
412,1304,3,0,28.0,0,0,462,7.775,0,3,333,9,569
413,1305,3,1,29.881137667304014,0,0,711,8.05,0,3,753,12,1119
414,1306,1,0,39.0,0,0,834,108.9,65,1,593,3,366
415,1307,3,1,38.5,0,0,872,7.25,0,3,699,12,973
416,1308,3,1,29.881137667304014,0,0,579,8.05,0,3,827,12,390
417,1309,3,1,29.881137667304014,1,1,262,22.3583,0,1,634,8,799
